Male Node ID,Female Node ID
m11046,f10457
m7638,f6474
m1926,f12355
m5030,f15533
m1416,f4537
m1660,f5885
m16324,f12888
m681,f3431
m11905,f709
m8983,f10807
m15852,f4717
m1449,f1372
m16125,f10768
m3609,f12762
m5796,f17569
m3310,f9509
m5562,f16435
m7315,f440
m13609,f5548
m2027,f3051
m5701,f6061
m16075,f13343
m1602,f2661
m958,f11372
m15863,f12521
m18428,f569
m9140,f6262
m15829,f17149
m2328,f15380
m8612,f10215
m7371,f2492
m15366,f8550
m16304,f2104
m1236,f7753
m17965,f17099
m15966,f10264
m509,f11840
m9054,f2137
m9247,f17545
m18449,f14626
m17034,f9275
m11205,f11457
m9538,f6330
m5907,f2452
m1893,f922
m8808,f15024
m9408,f17406
m7462,f9254
m5940,f15843
m3260,f2749
m3556,f8131
m12950,f9338
m17506,f11640
m16169,f5126
m17778,f12046
m12205,f13786
m1018,f4532
m1197,f16087
m11269,f6579
m1064,f6285
m10754,f594
m15787,f14681
m17534,f18509
m4700,f1897
m4023,f9548
m12454,f8228
m13715,f13061
m8523,f7746
m14013,f1101
m13495,f18206
m19,f13709
m6580,f17153
m9966,f12746
m5542,f9141
m16631,f2103
m11404,f4732
m16065,f15311
m10051,f818
m2306,f6434
m22,f14465
m2136,f1321
m13123,f5593
m16493,f8081
m1622,f15543
m6581,f10596
m3059,f9367
m16222,f9914
m8551,f3552
m18417,f15804
m8668,f9178
m274,f14564
m3155,f5851
m6125,f11921
m4718,f5293
m10701,f18354
m14855,f377
m3064,f9107
m3391,f16
m18095,f17971
m16923,f13164
m5100,f12771
m9215,f1893
m11447,f8968
m17338,f12954
m9405,f15540
m4341,f6790
m6461,f14621
m7600,f4990
m12516,f15935
m17184,f15506
m9814,f15513
m16201,f12665
m15654,f17897
m12117,f2078
m16231,f1299
m7504,f5709
m12458,f4151
m9437,f8790
m7516,f17962
m4180,f17221
m3947,f15260
m8250,f1074
m15240,f12703
m11501,f1734
m15978,f9456
m10076,f9636
m5285,f9683
m6702,f12612
m7628,f8290
m966,f3579
m12649,f18126
m17157,f5117
m13830,f1135
m551,f10959
m4833,f4422
m13824,f2029
m12530,f17686
m17049,f7591
m2127,f18394
m4818,f9140
m3137,f9878
m4117,f10671
m18500,f2984
m4549,f4432
m14638,f2974
m10487,f10047
m11004,f2961
m6734,f1015
m1479,f16614
m4721,f6516
m11846,f3604
m145,f15784
m17806,f2200
m4662,f9859
m11261,f9748
m14892,f3576
m6450,f4079
m8033,f11254
m18258,f11645
m14304,f10699
m17719,f13071
m13485,f11744
m9572,f2631
m2164,f3356
m2604,f3435
m546,f3265
m9126,f16153
m3872,f15116
m17343,f1652
m5125,f13811
m2525,f2034
m1672,f15622
m7292,f4972
m15486,f10708
m560,f7213
m6159,f9216
m11515,f861
m9003,f2915
m14279,f18047
m6851,f8263
m7892,f9698
m427,f16019
m3143,f13991
m2435,f10129
m14925,f11431
m15924,f18405
m17910,f13899
m14175,f1323
m2799,f5060
m16050,f13117
m13051,f3988
m17309,f1617
m9329,f18130
m12215,f11166
m18086,f4472
m11137,f7842
m7632,f3531
m18249,f4513
m14539,f4807
m2169,f8485
m8333,f6351
m9407,f17631
m5514,f7064
m12543,f15416
m2154,f14331
m16343,f3355
m946,f14593
m8902,f16611
m17973,f14654
m5486,f1361
m4896,f13294
m14617,f5681
m4096,f13644
m9836,f17459
m9621,f2786
m6852,f11711
m10434,f9950
m14297,f1073
m16461,f5472
m12142,f3833
m17763,f5824
m11861,f5967
m3823,f1475
m10341,f9862
m7430,f9079
m16221,f4917
m6552,f8956
m3868,f3533
m175,f4772
m15389,f15847
m16252,f8448
m6271,f9777
m5561,f16164
m6517,f509
m1002,f3310
m4480,f9570
m4412,f12488
m9823,f5523
m5634,f9776
m3651,f8584
m4293,f2293
m12374,f13160
m2985,f4526
m3458,f12599
m13570,f3972
m4201,f2428
m9428,f16374
m13474,f4530
m7390,f13368
m3778,f16304
m15766,f17967
m4103,f10217
m2145,f3875
m1668,f10642
m4609,f10579
m10954,f2635
m8506,f7157
m7783,f15130
m8347,f813
m9067,f8286
m15255,f5336
m12489,f5325
m10551,f11482
m8597,f16214
m17686,f11612
m4221,f7957
m6868,f13419
m9074,f3572
m17985,f12839
m4479,f587
m14378,f219
m8427,f15787
m12637,f14152
m1053,f3406
m17152,f14434
m143,f4405
m14662,f18185
m14196,f106
m889,f7501
m7452,f7404
m17196,f18138
m17042,f3398
m11854,f14105
m16753,f16686
m8007,f18105
m6992,f2660
m15950,f3100
m9418,f6416
m16625,f626
m7528,f4685
m17145,f12417
m11994,f13953
m17957,f13244
m17739,f15794
m16640,f16922
m11076,f1227
m15429,f3619
m18282,f1556
m8336,f1375
m12618,f8461
m1168,f17622
m10953,f16933
m17191,f16500
m16263,f1721
m10092,f2550
m16813,f4340
m10822,f12129
m2836,f1520
m12880,f14524
m17323,f3257
m1293,f5947
m6663,f1704
m6072,f10420
m16485,f13412
m11045,f3643
m238,f15613
m6833,f8198
m15453,f9160
m6820,f2878
m7804,f11636
m3435,f9631
m5021,f12165
m2468,f5725
m18364,f2291
m15730,f17310
m8949,f15274
m3424,f12611
m5419,f17927
m10793,f8645
m18386,f1480
m2769,f4896
m7201,f16419
m2631,f12391
m704,f15764
m12006,f1411
m5058,f15151
m8666,f6712
m15444,f17090
m1324,f16504
m17426,f7364
m16747,f6898
m13311,f14475
m7700,f14517
m7405,f8490
m8420,f2363
m16626,f14212
m13957,f1026
m10669,f1115
m1375,f8567
m16034,f13858
m8601,f13948
m17920,f9363
m6501,f10021
m1089,f10603
m1409,f1769
m3266,f18304
m11057,f4727
m4572,f16323
m5786,f13078
m9610,f1009
m17734,f8256
m4216,f8232
m1317,f6965
m17248,f13959
m7555,f5867
m9767,f9881
m4505,f6772
m3176,f6249
m6772,f7508
m4856,f8844
m5652,f6007
m9735,f10355
m16202,f12982
m15461,f15680
m15836,f14771
m947,f8082
m17351,f8629
m1309,f15459
m17845,f7021
m426,f7236
m11118,f16373
m6375,f1270
m17380,f1083
m2627,f12890
m8321,f16782
m13549,f9817
m12332,f8596
m17622,f3842
m5738,f5675
m6135,f3106
m13629,f4580
m14134,f16892
m2209,f3644
m17112,f8387
m4047,f12452
m4006,f11206
m8772,f4660
m9184,f17881
m15395,f3724
m17602,f16338
m4815,f17533
m9258,f692
m4781,f4219
m10964,f8733
m14665,f11793
m962,f4571
m15859,f18196
m11019,f1271
m9714,f4686
m7246,f2653
m9811,f8671
m4543,f15035
m9744,f15280
m17979,f8218
m12586,f5900
m18024,f10052
m8481,f14398
m16295,f2101
m17368,f12030
m5580,f795
m11326,f18037
m1,f17998
m14654,f3060
m11253,f11209
m1753,f1991
m4749,f17818
m138,f1924
m9005,f17591
m17234,f3160
m9718,f6155
m13372,f10634
m16634,f1620
m6951,f11959
m11823,f11915
m9105,f5046
m14833,f1733
m4130,f14963
m7444,f11194
m8318,f5023
m1329,f3055
m15619,f18136
m14024,f920
m16175,f1354
m755,f9283
m18196,f14123
m11561,f4127
m14289,f18505
m4144,f13187
m1996,f10644
m4628,f14262
m7523,f17851
m18229,f6353
m4300,f4910
m1229,f718
m4555,f12043
m11311,f5868
m16809,f17209
m17749,f15195
m13287,f2895
m8197,f16971
m16535,f8267
m5002,f10249
m18317,f16460
m1406,f13701
m11829,f18201
m8756,f9918
m6633,f17308
m3918,f8797
m14913,f4720
m2174,f6619
m2624,f13005
m1334,f16763
m6055,f768
m17585,f3454
m17016,f15215
m6779,f17083
m16911,f4019
m4678,f4821
m15181,f14461
m4213,f5895
m10788,f14550
m11388,f3814
m9494,f12862
m13169,f9247
m17229,f10567
m15579,f14612
m8714,f15876
m16178,f16263
m4939,f11826
m17249,f13753
m6553,f11377
m6939,f15854
m18260,f7592
m12803,f12591
m113,f10462
m8428,f16928
m10221,f13877
m4027,f11566
m2001,f17975
m10414,f11150
m992,f9728
m10082,f5777
m3930,f11343
m8792,f5302
m5791,f12927
m11411,f2416
m7030,f15178
m1860,f18449
m15252,f9887
m13617,f9991
m12068,f6818
m4321,f957
m5538,f7388
m12605,f18036
m2458,f2400
m6417,f14069
m8153,f8658
m2046,f1087
m3641,f4495
m3131,f892
m2533,f11663
m6446,f1732
m6787,f18066
m7366,f3523
m4873,f9106
m11098,f3470
m12595,f12691
m5501,f5330
m8287,f10566
m9512,f3240
m2011,f16850
m12554,f14235
m18120,f16042
m6943,f11036
m986,f8772
m17190,f15128
m10170,f6546
m13531,f13402
m12171,f5239
m17193,f7422
m16538,f13063
m6080,f17981
m11543,f18327
m12955,f11329
m13220,f3671
m10354,f15672
m5631,f3941
m7410,f11937
m7108,f13824
m9809,f12260
m9742,f7778
m5588,f7493
m9132,f11536
m3400,f10280
m3200,f17020
m14508,f7047
m8320,f5475
m12436,f988
m13884,f18052
m7772,f12290
m1947,f15701
m8435,f17746
m3135,f16412
m11477,f2173
m16651,f18113
m8253,f4427
m7013,f9409
m10971,f9810
m5289,f5004
m3753,f4059
m13693,f11803
m16772,f11068
m17088,f5753
m6590,f4172
m4850,f6883
m13539,f10398
m14124,f1987
m6263,f12163
m18395,f4628
m17995,f17452
m4652,f7131
m2373,f6344
m8607,f8006
m15253,f18251
m12665,f12158
m10363,f8660
m12757,f10854
m15790,f13580
m16766,f14471
m7606,f4145
m2350,f76
m2730,f9132
m16958,f8864
m3840,f15593
m14199,f3237
m12905,f6088
m7445,f11405
m11569,f15945
m15440,f12548
m15432,f2457
m14192,f11198
m6481,f1418
m4442,f8295
m14353,f7383
m13503,f6046
m14796,f3649
m1470,f12515
m16314,f8324
m10982,f1887
m2021,f7538
m9949,f12249
m4597,f8027
m2832,f8583
m9539,f18096
m11161,f7749
m11842,f1368
m8898,f11300
m1990,f11283
m567,f1608
m7549,f4131
m9564,f9964
m12709,f5298
m12599,f4461
m10274,f12398
m6597,f2361
m9585,f6920
m10424,f12827
m4952,f7924
m6893,f9551
m483,f17081
m12491,f3121
m644,f9086
m928,f14324
m17292,f6182
m3172,f3898
m14477,f9270
m18148,f15414
m5184,f304
m18501,f3737
m17595,f9309
m2007,f5960
m12775,f1402
m10150,f9552
m16932,f16439
m1014,f744
m16946,f1818
m17521,f41
m12534,f18078
m5122,f11332
m3323,f8719
m17182,f13429
m12559,f15463
m782,f13894
m2013,f13447
m48,f436
m16855,f13569
m11722,f12712
m10583,f14338
m8449,f15029
m2635,f7335
m15119,f11845
m3439,f1745
m1107,f14223
m18080,f6508
m18107,f14710
m13054,f5063
m5428,f8086
m208,f3716
m16536,f213
m15273,f8447
m6316,f13610
m9593,f9852
m6109,f11106
m15027,f3640
m869,f16942
m5870,f3489
m17043,f4539
m4906,f2859
m16692,f6660
m2553,f6328
m5815,f4234
m9191,f7963
m6177,f8667
m6126,f18250
m1604,f11435
m14671,f14562
m14803,f6406
m13929,f15291
m1248,f10146
m14536,f10338
m14884,f7139
m17101,f14779
m1678,f13708
m9868,f3704
m6033,f6368
m1927,f4420
m11733,f9169
m12623,f8343
m5266,f8741
m2956,f16234
m17776,f14279
m134,f16179
m15215,f14278
m2568,f4551
m1501,f16512
m6179,f10876
m4455,f8694
m6975,f4726
m8803,f10232
m6022,f6033
m1666,f2531
m7671,f3874
m1833,f14841
m12181,f9122
m5331,f10929
m12039,f7611
m9990,f3457
m1949,f7461
m253,f16881
m8962,f2014
m4398,f9084
m2128,f589
m1338,f13489
m7574,f16463
m17160,f2249
m588,f6526
m8164,f11348
m9711,f3722
m2577,f9093
m13129,f4886
m7043,f13430
m7674,f15548
m17505,f8758
m16003,f17053
m10068,f6623
m5633,f3860
m677,f14764
m4415,f15653
m1027,f6497
m10063,f1529
m5340,f3598
m6989,f2705
m9677,f15723
m17938,f9547
m9815,f14086
m5277,f6287
m16303,f14059
m3349,f14694
m7664,f3353
m9612,f12642
m16993,f1723
m5413,f12482
m6818,f5614
m8954,f17762
m515,f16692
m6418,f6436
m3327,f8990
m2848,f6387
m2526,f18413
m12323,f10564
m12920,f13958
m3084,f7736
m10900,f1548
m4724,f16193
m910,f728
m9224,f11575
m921,f1170
m17102,f6265
m5133,f5765
m860,f5028
m14068,f2280
m13782,f12553
m598,f18375
m18447,f11132
m2737,f15427
m293,f12550
m9846,f12543
m5941,f7218
m10494,f6201
m8178,f18112
m11435,f11672
m5966,f7719
m14127,f8851
m4141,f4976
m312,f4315
m4184,f8582
m15614,f1476
m3976,f6705
m3359,f17348
m17758,f4789
m15318,f185
m14767,f4062
m7123,f18168
m9266,f2232
m289,f6329
m14386,f7889
m6752,f8745
m17802,f11516
m16956,f17863
m7712,f1382
m17329,f3770
m7854,f8647
m16661,f1209
m561,f17846
m11908,f11709
m1166,f7599
m13000,f6489
m12737,f11742
m170,f7997
m566,f10298
m16451,f13546
m17978,f18014
m15426,f11755
m5804,f6577
m6183,f11962
m4559,f11498
m10390,f17554
m14544,f4286
m15162,f13299
m559,f11401
m9799,f1813
m14118,f6745
m13304,f17885
m8388,f14534
m4252,f14213
m15326,f15442
m17480,f8633
m1173,f11048
m701,f12542
m7929,f5637
m13834,f6746
m8483,f9021
m15927,f6553
m10757,f36
m721,f1847
m5986,f8509
m1245,f8028
m2688,f6326
m6199,f2359
m13666,f4927
m6812,f12992
m10493,f7875
m10180,f1255
m13823,f6153
m2594,f9780
m5848,f15807
m1851,f6612
m12916,f10221
m2952,f16599
m1278,f962
m12113,f14929
m7193,f1129
m3807,f2353
m10374,f5031
m17384,f10099
m3044,f3517
m14885,f8846
m12066,f13985
m5749,f17759
m8562,f5112
m4997,f5869
m13736,f5816
m764,f11124
m11330,f8814
m15703,f11159
m4345,f17238
m5556,f4323
m222,f1177
m18215,f3246
m10833,f2507
m10058,f14766
m12209,f15750
m5852,f16903
m2560,f17116
m1253,f11851
m12304,f8880
m1318,f15486
m5883,f1257
m8897,f15635
m9281,f1824
m11574,f7370
m8003,f6552
m16595,f8184
m15174,f13931
m14506,f8421
m13389,f7359
m12047,f12664
m5597,f3091
m6286,f2495
m14558,f6113
m3542,f8693
m14668,f7036
m5955,f4447
m15195,f5130
m14014,f17436
m1034,f7149
m1777,f71
m3388,f12492
m15849,f6213
m17198,f2264
m5311,f2071
m7335,f15885
m17727,f633
m7627,f13522
m5513,f2659
m17133,f10090
m13682,f6173
m9283,f4491
m12657,f2461
m2692,f16799
m15527,f18114
m2689,f17615
m8308,f10847
m2195,f15594
m6512,f9138
m6647,f6445
m13835,f1222
m8737,f5822
m16182,f310
m16144,f10370
m2277,f3433
m5345,f16340
m8771,f10845
m5678,f1957
m2084,f18421
m7143,f2082
m14566,f14585
m6000,f11543
m8637,f2073
m4436,f9223
m10581,f1296
m3697,f2914
m5279,f7098
m1240,f6020
m9340,f9429
m7084,f8512
m1955,f18489
m6887,f4013
m13754,f14708
m18462,f17921
m7636,f120
m4732,f11491
m17527,f13116
m18127,f18455
m10244,f17940
m15483,f8872
m6957,f5217
m18159,f895
m17245,f14397
m7035,f7075
m13050,f2629
m10321,f11579
m12833,f13912
m2601,f12953
m56,f13395
m11969,f12925
m17558,f6422
m13100,f15499
m16789,f15727
m11595,f6871
m7181,f10554
m6070,f13094
m9295,f13614
m12752,f12758
m9182,f9662
m4716,f16815
m8391,f4477
m17560,f7961
m6780,f15724
m2706,f12561
m17633,f958
m17050,f18115
m7459,f3083
m11105,f13025
m11581,f17657
m11646,f201
m572,f6893
m16335,f2454
m2677,f14102
m2275,f3317
m18172,f10342
m16124,f7938
m5190,f3981
m17783,f8900
m7058,f14705
m17689,f9356
m6685,f17108
m13217,f10782
m6785,f11359
m17652,f10678
m12967,f7940
m12127,f9372
m8375,f15485
m14448,f3057
m11592,f4893
m3094,f16400
m16641,f5458
m8558,f5925
m2678,f4189
m9876,f16934
m10645,f7322
m15397,f12418
m710,f12690
m16963,f1635
m2757,f16946
m9201,f11776
m17158,f4247
m9487,f3514
m18470,f11540
m4895,f4067
m3962,f5757
m13449,f15210
m824,f12670
m8402,f12554
m10095,f11890
m12002,f1151
m16510,f2533
m1932,f3834
m16011,f14431
m9252,f4889
m7482,f12293
m9371,f11415
m14501,f11073
m10454,f298
m11061,f2080
m13518,f17302
m18201,f14514
m1633,f802
m11140,f16273
m4581,f5156
m15977,f1344
m3442,f8970
m7668,f13488
m14361,f13672
m838,f17548
m14777,f6101
m17565,f351
m5309,f13323
m17671,f12232
m16740,f11500
m17472,f5505
m3841,f10395
m11271,f11146
m10722,f9241
m13490,f10808
m15684,f7529
m11134,f1287
m7522,f5510
m11739,f9416
m11740,f16378
m3103,f1836
m2190,f919
m11819,f12577
m15785,f1138
m7748,f11960
m3196,f9355
m397,f5835
m12011,f5400
m17195,f6080
m4271,f13557
m12160,f1153
m3693,f16788
m15656,f16877
m12141,f1807
m1716,f3970
m9943,f11182
m16882,f7231
m17788,f2026
m12217,f12873
m15854,f14188
m14667,f16561
m13870,f12867
m6630,f16680
m10731,f1962
m16425,f1281
m14195,f6274
m4664,f18276
m15089,f1213
m10117,f8140
m13346,f16479
m848,f3191
m3858,f8919
m6909,f11508
m6370,f1535
m6972,f17113
m695,f3219
m13793,f17400
m13909,f18204
m13872,f11033
m4102,f18267
m17334,f13382
m12600,f12841
m4586,f3369
m6059,f16794
m7265,f6585
m16495,f2587
m7895,f2520
m817,f6895
m18314,f11694
m2887,f13046
m577,f3894
m12336,f15831
m504,f288
m12521,f1106
m13165,f18091
m8255,f7145
m2878,f7820
m4880,f9175
m2494,f4747
m5895,f14153
m606,f5251
m4355,f15994
m4311,f14949
m9150,f5842
m15687,f12001
m1842,f11115
m6591,f2477
m10406,f14987
m13941,f5086
m3381,f507
m7837,f7153
m11304,f17932
m15674,f15252
m10234,f3985
m9222,f1359
m10503,f17782
m17588,f17200
m18208,f13852
m7965,f2955
m8866,f7527
m5783,f8868
m9431,f9554
m2472,f159
m14689,f15233
m11824,f9799
m12052,f6810
m3161,f10568
m17566,f12453
m6788,f4438
m549,f12088
m9703,f6449
m8711,f13140
m12523,f4641
m6842,f3778
m17896,f1752
m13913,f2299
m3691,f15390
m8860,f1633
m12499,f14561
m692,f3134
m13015,f13015
m2357,f4693
m1719,f16774
m15062,f12250
m182,f225
m6217,f15273
m16020,f17654
m164,f16701
m8548,f1843
m1961,f14481
m11856,f3655
m15851,f1854
m8258,f2297
m16455,f17625
m9242,f8599
m11287,f11205
m14372,f3242
m11795,f3725
m2599,f11622
m3706,f17339
m14697,f8265
m17664,f13465
m3104,f3203
m16052,f2994
m7461,f717
m10545,f15523
m15413,f2986
m18404,f18179
m10584,f4781
m3115,f4003
m18411,f6225
m17609,f4684
m7709,f8422
m11462,f6662
m14938,f4709
m5902,f17968
m15110,f6852
m1855,f5549
m14156,f4830
m17898,f13179
m13242,f1798
m13284,f2391
m13997,f7400
m3811,f13619
m5209,f826
m9938,f1506
m6275,f16526
m16730,f7971
m6279,f13516
m5692,f6562
m7815,f8094
m16497,f8574
m12024,f7560
m742,f15956
m14687,f17870
m9629,f3481
m267,f15237
m3942,f9979
m4967,f9823
m666,f4925
m8988,f9850
m8393,f7514
m17751,f12981
m10477,f1778
m2297,f7554
m1243,f11850
m11279,f11895
m2491,f4933
m14887,f4742
m5753,f5928
m17135,f13943
m7984,f8492
m5936,f15911
m6998,f7044
m6682,f2832
m14624,f7248
m13998,f8307
m6007,f13634
m7443,f12357
m2828,f13626
m13094,f5373
m1619,f14309
m5952,f1500
m6041,f14684
m9320,f12592
m13846,f83
m11872,f8941
m14283,f16291
m11073,f14804
m14538,f11175
m14249,f7670
m2045,f302
m16838,f10074
m18009,f2163
m13759,f8766
m13285,f9583
m269,f2465
m11239,f2153
m6433,f7496
m8301,f7908
m3220,f487
m9436,f3515
m7702,f9804
m8883,f8463
m580,f18277
m10407,f5169
m7955,f7490
m2092,f12411
m14245,f12076
m4097,f9224
m7903,f3080
m12125,f12568
m5227,f2011
m4705,f12675
m6128,f11287
m10004,f5250
m4178,f10339
m8020,f16651
m14876,f9272
m752,f10363
m16323,f7688
m16029,f9844
m431,f18200
m294,f12828
m9858,f2006
m9381,f3044
m7070,f11980
m13864,f16357
m16890,f17959
m13324,f6879
m732,f17822
m1163,f776
m17456,f1559
m15732,f15999
m7694,f10948
m14932,f9278
m4877,f10998
m10854,f17833
m12830,f9612
m3975,f17580
m10740,f12880
m16155,f15607
m715,f5507
m7659,f8589
m6564,f12984
m3787,f8355
m780,f13283
m14453,f1169
m14621,f6781
m9624,f6827
m8484,f5314
m6040,f6168
m17026,f16453
m11955,f923
m6,f7479
m11953,f429
m8743,f17013
m1123,f12102
m18178,f12189
m2430,f16623
m5675,f15526
m15681,f1393
m14989,f7661
m6117,f1553
m16127,f14447
m6691,f4646
m16623,f3315
m3076,f38
m16389,f483
m3061,f15805
m16174,f4922
m1352,f3890
m12131,f9166
m11728,f8281
m17567,f15417
m1485,f15515
m17812,f11525
m10506,f12603
m2796,f5956
m15354,f7385
m12545,f3014
m12866,f13133
m8856,f5941
m5180,f7432
m18087,f12115
m4348,f13146
m14563,f10828
m3254,f14996
m8780,f10453
m1673,f10391
m15636,f12397
m2578,f5199
m4701,f8799
m8542,f7312
m14357,f8415
m16170,f12783
m18504,f14304
m2839,f15978
m11786,f6137
m8457,f3046
m1665,f13387
m9957,f14401
m13956,f4590
m5297,f9809
m3177,f774
m14485,f12879
m11374,f11949
m17592,f16154
m17204,f10143
m11707,f6594
m6859,f93
m5817,f3730
m1392,f11775
m5450,f13348
m4322,f7788
m337,f381
m6802,f1842
m13247,f18097
m9860,f30
m13074,f8146
m691,f3975
m1745,f312
m11750,f1007
m497,f16172
m2606,f17555
m1548,f16790
m15963,f16230
m1468,f14339
m16636,f262
m9153,f10700
m17058,f2151
m9751,f5140
m16721,f10473
m1096,f10535
m526,f5048
m2436,f12707
m7943,f10294
m9932,f9606
m10350,f12024
m10062,f11250
m9978,f1484
m3376,f13102
m16850,f4134
m5964,f10591
m2647,f10637
m3471,f18094
m13072,f5528
m5337,f12898
m13842,f5422
m4020,f16293
m2724,f4577
m15688,f5697
m11683,f17705
m14899,f3285
m12036,f2272
m9026,f7686
m17355,f4683
m18509,f13727
m1203,f3718
m10443,f14076
m17773,f15218
m14281,f9928
m18384,f9261
m422,f14875
m17389,f3884
m1201,f500
m4723,f13194
m13251,f1672
m5967,f2782
m415,f15051
m12662,f16916
m16614,f9253
m10853,f8401
m15634,f5341
m11526,f11193
m4616,f13455
m4842,f12530
m14023,f2881
m6267,f8787
m2456,f10124
m8955,f5605
m11838,f12569
m11533,f6006
m9249,f2568
m5688,f12316
m6411,f15611
m6319,f11346
m2910,f4338
m17581,f1531
m6560,f7716
m7993,f7394
m4566,f8164
m2249,f8617
m3846,f2031
m14409,f2569
m13757,f6681
m8131,f10592
m5710,f14839
m7616,f10140
m629,f1120
m12841,f4180
m13643,f9755
m10450,f2846
m994,f10490
m11233,f13967
m13681,f963
m10958,f1292
m9813,f10797
m467,f5443
m5438,f14362
m13405,f16198
m10175,f3999
m16053,f7344
m5915,f17756
m2762,f10343
m5261,f3064
m16299,f11795
m1432,f227
m14206,f10670
m14947,f7797
m1924,f10715
m13477,f8138
m14530,f5470
m17532,f11594
m6794,f5639
m11847,f17424
m937,f15564
m2940,f17985
m6950,f7504
m6723,f3072
m15655,f17042
m13540,f13287
m14686,f7993
m4747,f13767
m4615,f4961
m11612,f14
m1279,f4148
m2648,f8306
m18207,f13896
m8399,f9734
m2353,f17084
m5196,f6840
m3612,f7085
m4854,f1875
m17370,f4881
m13708,f739
m6509,f3028
m11499,f6226
m14748,f5097
m2029,f12144
m10512,f15200
m6405,f6473
m18361,f3781
m16810,f4175
m16433,f13425
m2278,f14263
m15285,f7250
m6554,f6128
m12626,f4947
m354,f2383
m8768,f758
m15199,f4529
m3774,f5018
m1346,f12887
m9958,f15566
m13167,f10705
m2411,f11691
m5321,f7319
m17810,f9238
m15136,f4691
m1108,f3903
m15259,f17483
m5226,f5320
m4942,f4055
m14433,f5620
m10467,f4813
m268,f13936
m7624,f7794
m11632,f10551
m4685,f5300
m7413,f7544
m8181,f17281
m17391,f16642
m8017,f3223
m1997,f10543
m12362,f6776
m12203,f15401
m1704,f14648
m16720,f743
m5617,f8800
m1313,f3384
m10767,f4138
m15175,f3467
m3187,f9869
m13249,f5052
m17524,f15069
m11149,f16771
m16924,f9074
m2247,f2350
m7032,f6971
m7956,f15062
m14300,f7717
m995,f2033
m4138,f16842
m13314,f17455
m10128,f6735
m10356,f9337
m15144,f12386
m13020,f3427
m4360,f218
m1599,f13422
m4607,f9360
m18441,f13397
m597,f3078
m16669,f286
m5303,f14399
m5066,f7024
m153,f3512
m14804,f9937
m7926,f13512
m13087,f15335
m8425,f5310
m2532,f15837
m3968,f732
m7136,f4945
m16867,f5416
m9851,f14761
m14545,f15505
m17815,f3673
m16378,f1647
m16298,f2927
m2241,f2542
m2370,f4035
m10298,f7133
m88,f12285
m4853,f14463
m9351,f12747
m8329,f16311
m7867,f5045
m2329,f7883
m14095,f6071
m1015,f15458
m12904,f89
m11563,f17199
m862,f16873
m8592,f10447
m16092,f10522
m3862,f13411
m4757,f3742
m3907,f18401
m4307,f9506
m4795,f3744
m434,f7464
m12238,f17186
m17393,f1237
m3182,f10429
m15460,f7809
m15759,f12669
m4143,f212
m15279,f2987
m14072,f9124
m8656,f10036
m13933,f12475
m13115,f365
m5263,f4774
m5197,f13259
m14108,f5756
m4544,f7045
m7473,f338
m11413,f15206
m1320,f16325
m13260,f9883
m15212,f13684
m11176,f17332
m4365,f9184
m857,f10872
m7946,f14023
m1307,f2803
m16113,f2217
m10060,f8016
m751,f8105
m9342,f7378
m16913,f4831
m4748,f6807
m12135,f14824
m17071,f17486
m1692,f6924
m3669,f18435
m13670,f11877
m12584,f4751
m1072,f7469
m17294,f6312
m12256,f8522
m772,f15306
m17842,f11883
m8817,f8894
m14580,f13307
m327,f6151
m8804,f8084
m15161,f11884
m1461,f7060
m984,f6826
m14635,f3391
m13926,f12697
m7017,f14642
m322,f2861
m4129,f3335
m14851,f18242
m7609,f3472
m4677,f1606
m13292,f16333
m10010,f7334
m8112,f5303
m10222,f12885
m10229,f4322
m17747,f12878
m13519,f17190
m6914,f10925
m9527,f14519
m870,f15460
m4358,f16666
m16826,f3824
m17165,f11759
m5318,f3886
m10985,f18303
m3054,f4533
m17127,f4275
m7096,f16532
m2998,f5061
m16128,f13854
m1999,f8423
m583,f5270
m1648,f10689
m5693,f12091
m16767,f11135
m3328,f7972
m11506,f18340
m531,f7494
m14059,f2376
m16359,f10470
m13003,f14537
m18176,f4702
m11434,f10741
m18251,f666
m5641,f8017
m10074,f15042
m16418,f16597
m1143,f2035
m16079,f15623
m16108,f13460
m7536,f17170
m8111,f4404
m18116,f1413
m11837,f18093
m14596,f7160
m10149,f12122
m15704,f11432
m5748,f6947
m1417,f3434
m17041,f13049
m459,f17038
m15276,f8030
m17383,f12506
m15352,f7713
m17416,f4552
m2837,f5964
m13954,f1435
m3324,f11682
m960,f15502
m4185,f14895
m2778,f4471
m5080,f16967
m8948,f8544
m8750,f7382
m7451,f13375
m15385,f7669
m15358,f16816
m12255,f17619
m8368,f4567
m9567,f17567
m6305,f11351
m7020,f9121
m15717,f10161
m594,f11178
m3718,f6542
m3850,f6983
m10817,f5772
m15179,f7843
m1100,f10016
m10831,f2887
m5006,f15762
m5673,f3925
m11943,f3412
m14999,f9765
m9197,f2611
m2256,f15194
m1818,f13875
m7735,f3776
m13709,f6727
m1255,f18448
m343,f7349
m10600,f392
m12781,f2544
m18076,f15801
m11092,f15775
m7673,f11054
m17084,f8234
m13690,f13312
m1796,f8585
m1815,f3483
m17799,f10101
m16098,f15977
m10746,f11231
m13675,f864
m5094,f14948
m3209,f11935
m3142,f761
m3246,f12699
m17179,f18457
m7398,f9227
m5115,f2087
m10707,f12988
m8676,f102
